forced eat slice im really hungry tho suck mark getting worried know im sick turn pizza lol,0.441,0.453,0.106,-0.8344,-0.0035714285714285587,0.48928571428571427,ham
lol always convincing,0.0,0.154,0.846,0.6705,0.65,0.85,ham
catch bus frying egg make tea eating mom left dinner feel love,0.0,0.724,0.276,0.6369,0.25,0.3,ham
im back amp packing car ill let know there room,0.237,0.763,0.0,-0.4215,-0.25,0.5,ham
ahhh work vaguely remember feel like lol,0.0,0.485,0.515,0.6486,0.15000000000000002,0.6,ham
wait thats still clear sure sarcastic thats x doesnt want live u,0.2,0.496,0.304,0.3975,0.20909090909090908,0.6430555555555555,ham
yeah got v apologetic n fallen actin like spoilt child got caught till wont go badly cheer,0.213,0.491,0.297,0.2621,-0.6999999999999998,0.6666666666666666,ham
k tell anything,0.0,1.0,0.0,0.0,0.0,0.0,ham
fear fainting housework quick cuppa,0.444,0.556,0.0,-0.4939,0.3333333333333333,0.5,ham
thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged,0.185,0.41,0.405,0.6486,0.2,0.2,spam
yup ok go home look timing msg ü xuhui going learn nd may lesson,0.0,0.855,0.145,0.296,0.5,0.5,ham
oops ill let know roommate done,0.359,0.641,0.0,-0.4215,-0.5,1.0,ham
see letter b car,0.0,1.0,0.0,0.0,0.0,0.0,ham
anything lor u decide,0.0,1.0,0.0,0.0,0.0,0.0,ham
hello hows saturday go texting see youd decided anything tomo im trying invite anything,0.0,0.89,0.11,0.1531,0.0,0.0,ham
pls go ahead watt wanted sure great weekend abiola,0.0,0.438,0.562,0.7717,0.65,0.8194444444444444,ham
forget tell want need crave love sweet arabian steed mmmmmm yummy,0.096,0.303,0.601,0.875,0.425,0.625,ham
rodger burn msg tried call reply sm free nokia mobile free camcorder please call delivery tomorrow,0.0,0.594,0.406,0.836,0.4,0.8,spam
seeing,0.0,1.0,0.0,0.0,0.0,0.0,ham
great hope like man well endowed ltgt inch,0.0,0.256,0.744,0.891,0.8,0.75,ham
callsmessagesmissed call,0.0,1.0,0.0,0.0,0.0,0.0,ham
didnt get hep b immunisation nigeria,0.0,1.0,0.0,0.0,0.0,0.0,ham
fair enough anything going,0.0,0.566,0.434,0.3182,0.35,0.7,ham
yeah hopefully tyler cant could maybe ask around bit,0.0,0.588,0.412,0.5994,0.0,0.0,ham
u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker,0.492,0.427,0.08,-0.8901,-0.3375,0.7124999999999999,ham
thinked first time saw class,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,ham
gram usually run like ltgt half eighth smarter though get almost whole second gram ltgt,0.0,0.703,0.297,0.6705,-0.054166666666666655,0.20416666666666666,ham
k fyi x ride early tomorrow morning he crashing place tonight,0.0,0.847,0.153,0.2023,0.1,0.3,ham
wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing,0.07,0.509,0.421,0.934,0.14285714285714285,0.8714285714285713,ham
sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,0.193,0.702,0.105,-0.4588,0.06818181818181818,0.22727272727272727,spam
know mallika sherawat yesterday find lturlgt,0.0,1.0,0.0,0.0,0.0,0.0,ham
congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,0.0,0.545,0.455,0.8703,0.37857142857142856,0.6857142857142857,spam
sorry ill call later meeting,0.577,0.423,0.0,-0.4767,-0.3333333333333333,0.6666666666666666,ham
tell reached,0.0,0.417,0.583,0.1027,0.0,0.0,ham
yesgauti sehwag odi series,0.0,1.0,0.0,0.0,0.0,0.0,ham
gon na pick burger way home cant even move pain killing,0.273,0.559,0.168,-0.4015,0.0,0.0,ham
ha ha ha good joke girl situation seeker,0.0,0.196,0.804,0.8834,0.7,0.6000000000000001,ham
part checking iq,0.0,1.0,0.0,0.0,0.0,0.0,ham
sorry roommate took forever ok come,0.173,0.533,0.293,0.2263,0.0,0.75,ham
ok lar double check wif da hair dresser already said wun cut v short said cut look nice,0.181,0.603,0.216,0.2023,0.275,0.45,ham
valued customer pleased advise following recent review mob awarded bonus prize call,0.0,0.314,0.686,0.936,0.16666666666666666,0.45,spam
today song dedicated day song u dedicate send ur valuable frnds first rply,0.0,0.643,0.357,0.7269,0.25,0.3333333333333333,ham
urgent ur awarded complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt l aj,0.0,0.514,0.486,0.8555,0.3,0.5,spam
hear new divorce barbie come ken stuff,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,spam
plane give month end,0.0,1.0,0.0,0.0,0.0,0.0,ham
wah lucky man save money hee,0.0,0.4,0.6,0.7184,0.3333333333333333,0.8333333333333334,ham
finished class,0.0,1.0,0.0,0.0,0.0,0.0,ham
hi babe im home wan na something xx,0.0,1.0,0.0,0.0,-0.2,0.15000000000000002,ham
kkwhere youhow performed,0.0,1.0,0.0,0.0,0.0,0.0,ham
u call,0.0,1.0,0.0,0.0,0.0,0.0,ham
waiting machan call free,0.0,0.476,0.524,0.5106,0.4,0.8,ham
thats cool gentleman treat dignity respect,0.0,0.156,0.844,0.8689,0.35,0.65,ham
like people much shy pa,0.267,0.4,0.333,0.128,-0.5,0.5,ham
operate ltgt,0.0,1.0,0.0,0.0,0.0,0.0,ham
still looking job much ta earn,0.0,1.0,0.0,0.0,0.2,0.2,ham
sorry ill call later,0.672,0.328,0.0,-0.4767,-0.3333333333333333,0.6666666666666666,ham
k call ah,0.0,1.0,0.0,0.0,0.0,0.0,ham
ok way home hi hi,0.0,0.645,0.355,0.296,0.5,0.5,ham
place man,0.0,1.0,0.0,0.0,0.0,0.0,ham
yup next stop,0.524,0.476,0.0,-0.296,0.0,0.0,ham
call later dont network urgnt sm,0.0,1.0,0.0,0.0,0.0,0.0,ham
real u getting yo need ticket one jacket im done already used multis,0.0,1.0,0.0,0.0,0.2,0.30000000000000004,ham
yes started send request make pain came back im back bed double coin factory got ta cash nitros,0.15,0.727,0.123,-0.1531,0.0,0.0,ham
im really still tonight babe,0.0,1.0,0.0,0.0,0.2,0.2,ham
ela kanoil download come wen ur free,0.0,0.645,0.355,0.5106,0.4,0.8,ham
yeah dont stand close tho youll catch something,0.0,0.761,0.239,0.296,0.0,0.0,ham
sorry pain ok meet another night spent late afternoon casualty mean havent done stuffmoro includes time sheet sorry,0.38,0.531,0.09,-0.7269,-0.2020833333333333,0.6479166666666667,ham
smile pleasure smile pain smile trouble pours like rain smile sum hurt u smile becoz someone still love see u smiling,0.212,0.203,0.585,0.9382,0.2571428571428572,0.1857142857142857,ham
please call customer service representative ampm guaranteed cash prize,0.0,0.556,0.444,0.6808,0.0,0.0,spam
havent planning buy later check already lido got show e afternoon u finish work already,0.0,1.0,0.0,0.0,0.0,0.0,ham
free ringtone waiting collected simply text password mix verify get usher britney fml po box mk h ppw,0.157,0.699,0.144,-0.0772,0.2,0.5785714285714286,spam
watching telugu moviewat abt u,0.0,1.0,0.0,0.0,0.0,0.0,ham
see finish load loan pay,0.259,0.741,0.0,-0.1027,0.0,0.0,ham
hi wk ok hols yes bit run forgot hairdresser appointment four need get home n shower beforehand cause prob u,0.0,0.786,0.214,0.5994,0.5,0.5,ham
see cup coffee animation,0.0,1.0,0.0,0.0,0.0,0.0,ham
please dont text anymore nothing else say,0.0,0.723,0.277,0.3182,0.0,0.0,ham
okay name ur price long legal wen pick u ave x am xx,0.0,0.764,0.236,0.34,0.21666666666666667,0.3666666666666667,ham
im still looking car buy gone driving test yet,0.0,1.0,0.0,0.0,0.0,0.0,ham
per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune,0.0,0.814,0.186,0.4939,0.0,0.0,ham
wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston,0.0,0.84,0.16,0.5859,0.02440476190476189,0.7410714285714285,ham
umma life vava umma love lot dear,0.0,0.424,0.576,0.7783,0.5,0.6,ham
thanks lot wish birthday thanks making birthday truly memorable,0.0,0.305,0.695,0.886,0.3,0.4666666666666666,ham
aight ill hit get cash,0.412,0.588,0.0,-0.4215,-0.5,1.0,ham
would ip address test considering computer isnt minecraft server,0.0,1.0,0.0,0.0,0.0,0.0,ham
know grumpy old people mom like better lying always one play joke,0.167,0.343,0.49,0.6808,0.3,0.35,ham
dont worry guess he busy,0.0,0.624,0.376,0.3412,0.1,0.3,ham
plural noun research,0.0,1.0,0.0,0.0,0.0,0.0,ham
going dinnermsg,0.0,1.0,0.0,0.0,0.0,0.0,ham
im ok wif co like try new thing scared u dun like mah co u said loud,0.126,0.563,0.312,0.5106,0.24545454545454545,0.5848484848484848,ham
gent trying contact last weekend draw show prize guaranteed call claim code k valid hr ppm,0.0,0.82,0.18,0.5106,0.0,0.06666666666666667,spam
wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened,0.0,0.734,0.266,0.5859,0.3246031746031746,0.4238095238095238,ham
entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went,0.0,0.67,0.33,0.7506,0.5785714285714286,0.7857142857142857,ham
winner u specially selected receive holiday flight inc speak live operator claim pmin,0.0,0.629,0.371,0.7579,0.24675324675324675,0.5357142857142857,spam
goodo yes must speak friday eggpotato ratio tortilla needed,0.0,0.748,0.252,0.4019,0.0,0.0,ham
hmmmy uncle informed he paying school directly pls buy food,0.0,0.874,0.126,0.0772,0.1,0.4,ham
private account statement show unredeemed bonus point claim call identifier code expires,0.0,0.759,0.241,0.5423,0.0,0.375,spam
urgent mobile awarded bonus caller prize final try contact u call landline boxwrc ppm,0.0,0.469,0.531,0.8834,0.0,1.0,spam
new address applespairsall malarky,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,ham
today voda number ending selected receive award match please call quoting claim code standard rate app,0.0,0.647,0.353,0.7269,0.0,0.0,spam
going sao mu today done,0.0,1.0,0.0,0.0,0.0,0.0,ham
ü predict wat time üll finish buying,0.0,1.0,0.0,0.0,0.0,0.0,ham
good stuff,0.0,0.256,0.744,0.4404,0.7,0.6000000000000001,ham
knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,0.113,0.707,0.18,0.1083,0.25,0.3333333333333333,ham
room,0.0,1.0,0.0,0.0,0.0,0.0,ham
hey girl r u hope u r well del r bak long time c give call sum time lucyxx,0.0,0.773,0.227,0.6124,-0.05,0.4,ham
kkhow much cost,0.0,1.0,0.0,0.0,0.2,0.2,ham
im home,0.0,1.0,0.0,0.0,0.0,0.0,ham
dear call tmorrowpls accomodate,0.0,0.536,0.464,0.3818,0.0,0.0,ham
first answer question,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,ham
sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone,0.0,0.596,0.404,0.8316,0.65,0.45,spam
want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt eca,0.062,0.741,0.198,0.3182,0.15000000000000002,0.35000000000000003,spam
haf msn,0.0,1.0,0.0,0.0,0.0,0.0,ham
call meet,0.0,1.0,0.0,0.0,0.0,0.0,ham
check room befor activity,0.0,1.0,0.0,0.0,0.0,0.0,ham
youll rcv msg chat svc free hardcore service text go u get nothing u must age verify yr network try,0.0,0.852,0.148,0.5106,0.4,0.8,spam
got c lazy type forgot ü lect saw pouch like v nice,0.149,0.536,0.315,0.4215,0.175,1.0,ham
k text youre way,0.0,1.0,0.0,0.0,0.0,0.0,ham
sir waiting mail,0.0,1.0,0.0,0.0,0.0,0.0,ham
swt thought nver get tired little thing lovable person cozsomtimes little thing occupy biggest part heart gud ni,0.112,0.581,0.307,0.7203,-0.06875,0.55,ham
know pls open back,0.0,0.698,0.302,0.0772,0.0,0.25,ham
yes see ya dot,0.0,0.526,0.474,0.4019,0.0,0.0,ham
whats staff name taking class u,0.0,1.0,0.0,0.0,0.0,0.0,ham
freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end,0.089,0.772,0.138,0.296,0.1590909090909091,0.4166666666666667,spam
ummmawill call check inour life begin qatar pls pray hard,0.117,0.583,0.3,0.296,-0.2916666666666667,0.5416666666666666,ham
ki deleted contact,0.0,1.0,0.0,0.0,0.0,0.0,ham
sindu got job birla soft,0.0,1.0,0.0,0.0,0.1,0.35,ham
wine flowing im nevering,0.0,1.0,0.0,0.0,0.0,0.0,ham
yup thk cine better co need go plaza mah,0.0,0.734,0.266,0.4404,0.5,0.5,ham
ok ur typical reply,0.0,0.577,0.423,0.296,0.16666666666666669,0.5,ham
per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune,0.0,0.814,0.186,0.4939,0.0,0.0,ham
everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done become one,0.112,0.626,0.261,0.7096,0.033333333333333354,0.4666666666666667,ham
aaooooright work,0.0,1.0,0.0,0.0,0.0,0.0,ham
im leaving house,0.0,1.0,0.0,0.0,0.0,0.0,ham
hello love get interview today happy good boy think meare missing,0.11,0.35,0.54,0.8625,0.45,0.5625,ham
customer service annoncement new year delivery waiting please call arrange delivery,0.0,0.813,0.187,0.3182,0.13636363636363635,0.45454545454545453,spam
winner u specially selected receive cash holiday flight inc speak live operator claim,0.0,0.629,0.371,0.7579,0.24675324675324675,0.5357142857142857,spam
keep safe need miss already envy everyone see real life,0.272,0.515,0.213,0.0516,0.35,0.4,ham
new car house parentsi new job hand,0.0,0.652,0.348,0.4939,0.13636363636363635,0.45454545454545453,ham
im love im excited day spend make happy,0.0,0.327,0.673,0.8834,0.5583333333333333,0.7833333333333333,ham
pls stop bootydelious f inviting friend reply yes see stop send stop frnd,0.299,0.271,0.43,0.4404,0.0,0.0,spam
bangbabes ur order way u receive service msg download ur content u goto wap bangb tv ur mobile internetservice menu,0.0,1.0,0.0,0.0,0.0,0.0,spam
place ur point e culture module already,0.0,1.0,0.0,0.0,0.0,0.0,ham
urgent trying contact last weekend draw show prize guaranteed call claim code valid hr,0.0,0.702,0.298,0.6249,0.0,0.06666666666666667,spam
hi frnd best way avoid missunderstding wit beloved one,0.14,0.382,0.478,0.743,0.85,0.65,ham
great escape fancy bridge need lager see tomo,0.0,0.508,0.492,0.7003,0.8,0.75,ham
yes completely formclark also utter waste,0.316,0.408,0.276,-0.101,-0.03333333333333333,0.4666666666666666,ham
sir need axis bank account bank address,0.0,1.0,0.0,0.0,0.0,0.0,ham
hmmm thk sure got time hop ard ya go free abt muz call u discus liao,0.0,0.714,0.286,0.6808,0.45,0.8444444444444444,ham
time coming later,0.0,1.0,0.0,0.0,0.0,0.0,ham
bloody hell cant believe forgot surname mr ill give u clue spanish begin,0.507,0.493,0.0,-0.8834,-0.43333333333333335,0.6333333333333333,ham
well im gon na finish bath goodfine night,0.0,0.769,0.231,0.2732,0.0,0.0,ham
let know youve got money carlos make call,0.0,1.0,0.0,0.0,0.0,0.0,ham
u still going mall,0.0,1.0,0.0,0.0,0.0,0.0,ham
turn friend staying whole show wont back til ltgt feel free go ahead smoke ltgt worth,0.0,0.607,0.393,0.8126,0.22500000000000003,0.32500000000000007,ham
text doesnt reply let know log,0.0,1.0,0.0,0.0,0.0,0.0,ham
hi spoke maneesha v wed like know satisfied experience reply toll free yes,0.0,0.443,0.557,0.8834,0.45,0.9,ham
lifted hope offer money need especially end month approach hurt studying anyways gr weekend,0.186,0.656,0.158,-0.128,0.0,1.0,ham
lol u trust,0.0,0.141,0.859,0.7269,0.8,0.7,ham
ok gentleman treat dignity respect,0.0,0.085,0.915,0.8658,0.5,0.5,ham
guy close,0.0,1.0,0.0,0.0,0.0,0.0,ham
going nothing greatbye,0.0,1.0,0.0,0.0,0.0,0.0,ham
hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss,0.224,0.601,0.175,0.0258,0.0625,0.5,ham
haha awesome minute,0.0,0.123,0.877,0.7964,0.6,0.65,ham
please call customer service representative freephone ampm guaranteed cash prize,0.0,0.588,0.412,0.6808,0.0,0.0,spam
got xmas radio time get,0.0,1.0,0.0,0.0,0.0,0.0,ham
jus reached home go bathe first si using net tell u finish k,0.0,0.896,0.104,0.1027,0.125,0.16666666666666666,ham
unique enough find th august,0.0,1.0,0.0,0.0,0.1875,0.75,spam
im sorry ive joined league people dont keep touch mean great deal friend time even great personal cost great week,0.041,0.472,0.487,0.9451,0.26458333333333334,0.7062499999999999,ham
hi finally completed course,0.0,1.0,0.0,0.0,0.0,1.0,ham
stop however suggest stay someone able give or every stool,0.196,0.804,0.0,-0.296,0.5,0.625,ham
hope youve settled new school year wishin gr day,0.0,0.734,0.266,0.4404,0.13636363636363635,0.45454545454545453,ham
gud mrng dear hav nice day,0.0,0.426,0.574,0.6597,0.6,1.0,ham
u got person story,0.0,1.0,0.0,0.0,0.0,0.0,ham
hamster dead hey tmr meet pm orchard mrt,0.381,0.619,0.0,-0.6486,-0.2,0.4,ham
hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx,0.173,0.655,0.173,0.0,-0.4,0.45,ham
found enc ltgt,0.0,1.0,0.0,0.0,0.0,0.0,ham
sent ltgt buck,0.0,1.0,0.0,0.0,0.0,0.0,ham
hello darlin ive finished college txt u finish u love kate xxx,0.0,0.724,0.276,0.6369,0.5,0.6,ham
account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt,0.0,0.814,0.186,0.4939,0.75,0.95,ham
goodmorning sleeping ga,0.0,1.0,0.0,0.0,0.0,0.0,ham
u call alter ok,0.0,0.577,0.423,0.296,0.5,0.5,ham
ü say like dat dun buy ericsson oso oredi lar,0.0,0.783,0.217,0.3612,0.0,0.0,ham
entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went,0.0,0.67,0.33,0.7506,0.5785714285714286,0.7857142857142857,ham
aight yo dat straight dogg,0.0,0.678,0.322,0.2263,0.2,0.4,ham
please give u connection today ltdecimalgt refund bill,0.0,0.753,0.247,0.3182,0.0,0.0,ham
shoot big load get ready,0.304,0.38,0.316,0.0258,0.1,0.3,ham
whats bruv hope great break rewarding semester,0.0,0.278,0.722,0.886,0.65,0.875,ham
home always chat,0.0,1.0,0.0,0.0,0.0,0.0,ham
kkgoodstudy well,0.0,0.323,0.677,0.2732,0.0,0.0,ham
yup ü noe leh,0.0,1.0,0.0,0.0,0.0,0.0,ham
sound great home,0.0,0.328,0.672,0.6249,0.6000000000000001,0.575,ham
finally match heading towards draw prediction,0.0,1.0,0.0,0.0,0.0,1.0,ham
tired havent slept well past night,0.541,0.459,0.0,-0.5739,-0.325,0.475,ham
easy ahsen got selected mean good,0.0,0.408,0.592,0.7003,0.2736111111111111,0.7069444444444445,ham
take exam march,0.0,1.0,0.0,0.0,0.0,0.0,ham
yeah think use gt atm register sure there anyway help let know sure ready,0.0,0.362,0.638,0.9022,0.39999999999999997,0.7592592592592592,ham
ok prob take ur time,0.0,0.645,0.355,0.296,0.5,0.5,ham
o called ubandu run without installing hard diskyou use o copy important file system give repair shop,0.0,0.829,0.171,0.2723,0.05416666666666667,0.7708333333333333,ham
sorry ill call later,0.672,0.328,0.0,-0.4767,-0.3333333333333333,0.6666666666666666,ham
u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh,0.0,0.756,0.244,0.6705,0.3,0.75,ham
new mobile must go txt nokia collect todayfrom optout gbpmtmsg,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,spam
would really appreciate call need someone talk,0.0,0.667,0.333,0.4576,0.2,0.2,ham
u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries,0.0,0.791,0.209,0.6486,0.4,0.8,spam
hey company elama po mudyadhu,0.474,0.526,0.0,-0.5574,0.0,0.0,ham
life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning,0.0,0.829,0.171,0.5719,0.525,0.6666666666666666,ham
dear good morning,0.0,0.154,0.846,0.6705,0.7,0.6000000000000001,ham
get gandhipuram walk cross cut road right side ltgt street road turn first right,0.139,0.861,0.0,-0.2732,0.20535714285714285,0.35119047619047616,ham
dear going rubber place,0.0,0.536,0.464,0.3818,0.0,0.0,ham
sorry battery died yeah im,0.538,0.22,0.242,-0.4019,-0.5,1.0,ham
yeshere tv always available work place,0.0,1.0,0.0,0.0,0.4,0.4,ham
text meet someone sexy today u find date even flirt u join p reply name age eg sam msg penny,0.0,0.763,0.237,0.6808,0.5,1.0,spam
printed oh ltgt come upstairs,0.0,1.0,0.0,0.0,0.0,0.0,ham
ill little closer like bus stop street,0.279,0.499,0.222,-0.1477,-0.34375,0.75,ham
youwhen wil reach,0.0,0.645,0.355,0.0258,0.0,0.0,ham
new theory argument win situation loses person dont argue ur friend kick amp say im always correct,0.294,0.475,0.231,-0.1511,0.21212121212121215,0.3181818181818182,ham
u secret admirer looking make contact ufind rreveal think ur specialcall,0.0,0.781,0.219,0.4215,-0.4,0.7,spam
tomarrow final hearing laptop case cant,0.0,1.0,0.0,0.0,0.0,1.0,ham
pleassssssseeeeee tel v avent done sportsx,0.0,1.0,0.0,0.0,0.0,0.0,ham
okay shining meant signing sound better,0.0,0.455,0.545,0.5859,0.4666666666666666,0.4666666666666666,ham
although told u dat im baig face watch really like e watch u gave co fr u thanx everything dat uve done today im touched,0.0,0.896,0.104,0.4201,0.2,0.2,ham
u dont remember old commercial,0.0,1.0,0.0,0.0,0.05,0.1,ham
late said website didnt dont slipper,0.0,1.0,0.0,0.0,-0.3,0.6,ham
asked call ok,0.0,0.476,0.524,0.296,0.5,0.5,ham
kallis wont bat nd inning,0.0,1.0,0.0,0.0,0.0,0.0,ham
didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep,0.286,0.374,0.34,0.3208,0.22499999999999998,0.65,ham
congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs,0.0,0.439,0.561,0.9153,0.4,0.8,spam
ranjith cal drpd deeraj deepak min hold,0.0,1.0,0.0,0.0,0.0,0.0,ham
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0.235,0.403,0.362,0.7717,-0.010416666666666657,0.7520833333333334,ham
doinghow,0.0,1.0,0.0,0.0,0.0,0.0,ham
ups day also shipping company take wks way usps take week get lag may bribe nipost get stuff,0.208,0.792,0.0,-0.4939,0.0,0.0,ham
im back lem know youre ready,0.0,0.667,0.333,0.3612,0.1,0.25,ham
dont necessarily expect done get back though im headin,0.0,1.0,0.0,0.0,0.0,0.5,ham
mmm yummy babe nice jolt suzy,0.0,0.392,0.608,0.7351,0.6,1.0,ham
lover need,0.0,0.208,0.792,0.5859,0.0,0.0,ham
tried contact reply offer video handset anytime network min unlimited text camcorder reply call,0.0,1.0,0.0,0.0,0.0,0.0,spam
im parked next mini coming today think,0.0,1.0,0.0,0.0,0.0,0.0,ham
yup,0.0,1.0,0.0,0.0,0.0,0.0,ham
anyway im going shopping co si done yet dun disturb u liao,0.197,0.803,0.0,-0.4019,0.0,0.0,ham
luton ring ur around h,0.0,1.0,0.0,0.0,0.0,0.0,ham
hey really horny want chat see naked text hot text charged pm unsubscribe text stop,0.228,0.683,0.09,-0.3446,0.15,0.4833333333333334,spam
dint come u,0.0,1.0,0.0,0.0,0.0,0.0,ham
wana plan trip sometme,0.0,1.0,0.0,0.0,0.0,0.0,ham
sure yet still trying get hold,0.0,0.685,0.315,0.3182,0.5,0.8888888888888888,ham
ur ringtone service changed free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt,0.277,0.519,0.204,-0.2732,0.4,0.8,spam
evo download flash jealous,0.5,0.5,0.0,-0.4588,0.0,0.0,ham
ringtone club get uk single chart mobile week choose top quality ringtone message free charge,0.0,0.718,0.282,0.6249,0.2761904761904762,0.5047619047619047,spam
come mu sorting narcotic situation,0.0,1.0,0.0,0.0,0.0,0.0,ham
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,0.11,0.492,0.398,0.765,0.16428571428571428,0.21785714285714283,ham
hmv bonus special pound genuine hmv voucher answer easy question play send hmv info,0.0,0.465,0.535,0.8885,0.3968253968253968,0.6349206349206349,spam
usf guess might well take car,0.0,0.704,0.296,0.2732,0.0,0.0,ham
objection bf coming,0.0,1.0,0.0,0.0,0.0,0.0,ham
thanx,0.0,1.0,0.0,0.0,0.0,0.0,ham
tell rob mack gf theater,0.474,0.526,0.0,-0.5574,0.0,0.0,ham
awesome ill see bit,0.315,0.225,0.461,0.3182,0.25,1.0,ham
sent type food like,0.0,0.545,0.455,0.3612,0.0,0.0,ham
done handed celebration full swing yet,0.0,1.0,0.0,0.0,0.35,0.55,ham
got called tool,0.0,1.0,0.0,0.0,0.0,0.0,ham
wen u miss someone person definitely special u person special miss keepintouch gdeve,0.166,0.415,0.42,0.7096,0.35714285714285715,0.5714285714285714,ham
ok asked money far,0.0,0.577,0.423,0.296,0.3,0.75,ham
okie,0.0,1.0,0.0,0.0,0.0,0.0,ham
yeah think usual guy still passed last night get ahold anybody let know ill throw,0.156,0.722,0.122,-0.1531,-0.25,0.4388888888888889,ham
