new car hous parentsi new job hand,0.0,0.652,0.348,0.4939,ham
im love im excit day spend make happi,0.0,0.625,0.375,0.6369,ham
pl stop bootydeli f invit friend repli ye see stop send stop frnd,0.351,0.479,0.17,-0.34,spam
bangbab ur order way u receiv servic msg download ur content u goto wap bangb tv ur mobil internetservic menu,0.0,1.0,0.0,0.0,spam
place ur point e cultur modul alreadi,0.0,1.0,0.0,0.0,ham
urgent tri contact last weekend draw show prize guarante call claim code valid hr,0.0,0.702,0.298,0.6249,spam
hi frnd best way avoid missunderstd wit belov one,0.164,0.522,0.313,0.4588,ham
great escap fanci bridg need lager see tomo,0.0,0.631,0.369,0.6249,ham
ye complet formclark also utter wast,0.0,1.0,0.0,0.0,ham
sir need axi bank account bank address,0.0,1.0,0.0,0.0,ham
hmmm thk sure got time hop ard ya go free abt muz call u discuss liao,0.0,0.714,0.286,0.6808,ham
time come later,0.0,1.0,0.0,0.0,ham
bloodi hell cant believ forgot surnam mr ill give u clue spanish begin,0.402,0.598,0.0,-0.8126,ham
well im gon na finish bath goodfin night,0.0,0.769,0.231,0.2732,ham
let know youv got money carlo make call,0.0,1.0,0.0,0.0,ham
u still go mall,0.0,1.0,0.0,0.0,ham
turn friend stay whole show wont back til ltgt feel free go ahead smoke ltgt worth,0.0,0.607,0.393,0.8126,ham
text doesnt repli let know log,0.0,1.0,0.0,0.0,ham
hi spoke maneesha v wed like know satisfi experi repli toll free ye,0.0,0.655,0.345,0.7003,ham
lift hope offer money need especi end month approach hurt studi anyway gr weekend,0.186,0.656,0.158,-0.128,ham
lol u trust,0.0,0.141,0.859,0.7269,ham
ok gentleman treat digniti respect,0.0,0.2,0.8,0.7906,ham
guy close,0.0,1.0,0.0,0.0,ham
go noth greatby,0.0,1.0,0.0,0.0,ham
hello handsom find job lazi work toward get back net mummi where boytoy miss,0.11,0.89,0.0,-0.1531,ham
haha awesom minut,0.0,0.4,0.6,0.4588,ham
pleas call custom servic repres freephon ampm guarante cash prize,0.0,0.732,0.268,0.5106,spam
got xma radio time get,0.0,1.0,0.0,0.0,ham
ju reach home go bath first si use net tell u finish k,0.0,0.916,0.084,0.0258,ham
uniqu enough find th august,0.0,1.0,0.0,0.0,spam
im sorri ive join leagu peopl dont keep touch mean great deal friend time even great person cost great week,0.0,0.459,0.541,0.9565,ham
hi final complet cours,0.0,1.0,0.0,0.0,ham
stop howev suggest stay someon abl give or everi stool,0.196,0.804,0.0,-0.296,ham
hope youv settl new school year wishin gr day,0.0,0.734,0.266,0.4404,ham
gud mrng dear hav nice day,0.0,0.426,0.574,0.6597,ham
u got person stori,0.0,1.0,0.0,0.0,ham
hamster dead hey tmr meet pm orchard mrt,0.381,0.619,0.0,-0.6486,ham
hi kate even hope see tomorrow bit bloodi babyjontet txt back u xxx,0.0,0.805,0.195,0.4404,ham
found enc ltgt,0.0,1.0,0.0,0.0,ham
sent ltgt buck,0.0,1.0,0.0,0.0,ham
hello darlin ive finish colleg txt u finish u love kate xxx,0.0,0.724,0.276,0.6369,ham
account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt,0.0,0.791,0.209,0.5719,ham
goodmorn sleep ga,0.0,1.0,0.0,0.0,ham
u call alter ok,0.0,0.577,0.423,0.296,ham
ü say like dat dun buy ericsson oso oredi lar,0.0,0.783,0.217,0.3612,ham
enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went,0.0,0.838,0.162,0.4019,ham
aight yo dat straight dogg,0.0,0.678,0.322,0.2263,ham
pleas give us connect today ltdecimalgt refund bill,0.0,1.0,0.0,0.0,ham
shoot big load get readi,0.375,0.625,0.0,-0.34,ham
what bruv hope great break reward semest,0.0,0.272,0.728,0.8934,ham
home alway chat,0.0,1.0,0.0,0.0,ham
kkgoodstudi well,0.0,0.323,0.677,0.2732,ham
yup ü noe leh,0.0,1.0,0.0,0.0,ham
sound great home,0.0,0.328,0.672,0.6249,ham
final match head toward draw predict,0.0,1.0,0.0,0.0,ham
tire havent slept well past night,0.266,0.734,0.0,-0.2057,ham
easi ahsen got select mean good,0.0,0.633,0.367,0.4404,ham
take exam march,0.0,1.0,0.0,0.0,ham
yeah think use gt atm regist sure there anyway help let know sure readi,0.0,0.437,0.563,0.8625,ham
ok prob take ur time,0.0,0.645,0.355,0.296,ham
os call ubandu run without instal hard diskyou use os copi import file system give repair shop,0.0,0.925,0.075,0.0762,ham
sorri ill call later,0.483,0.517,0.0,-0.4215,ham
u say leh cours noth happen lar say v romant ju bit lor thk e nite sceneri nice leh,0.0,0.865,0.135,0.4215,ham
new mobil must go txt nokia collect todayfrom optout gbpmtmsg,0.0,1.0,0.0,0.0,spam
would realli appreci call need someon talk,0.0,1.0,0.0,0.0,ham
u meet ur dream partner soon ur career flyng start find free txt horo follow ur star sign e g horo ari,0.0,0.791,0.209,0.6486,spam
hey compani elama po mudyadhu,0.474,0.526,0.0,-0.5574,ham
life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happi morn,0.0,1.0,0.0,0.0,ham
dear good morn,0.0,0.154,0.846,0.6705,ham
get gandhipuram walk cross cut road right side ltgt street road turn first right,0.139,0.861,0.0,-0.2732,ham
dear go rubber place,0.0,0.536,0.464,0.3818,ham
sorri batteri die yeah im,0.429,0.33,0.242,-0.4019,ham
yesher tv alway avail work place,0.0,1.0,0.0,0.0,ham
text meet someon sexi today u find date even flirt u join p repli name age eg sam msg penc,0.0,0.896,0.104,0.296,spam
print oh ltgt come upstair,0.0,1.0,0.0,0.0,ham
ill littl closer like bu stop street,0.435,0.348,0.217,-0.3612,ham
youwhen wil reach,0.0,0.645,0.355,0.0258,ham
new theori argument win situat lose person dont argu ur friend kick amp say im alway correct,0.318,0.528,0.154,-0.4639,ham
u secret admir look make contact ufind rreveal think ur specialcal,0.0,1.0,0.0,0.0,spam
tomarrow final hear laptop case cant,0.0,1.0,0.0,0.0,ham
pleassssssseeeee tel v avent done sportsx,0.0,1.0,0.0,0.0,ham
okay shine meant sign sound better,0.0,0.455,0.545,0.5859,ham
although told u dat im baig face watch realli like e watch u gave co fr u thanx everyth dat uve done today im touch,0.0,0.906,0.094,0.3612,ham
u dont rememb old commerci,0.0,1.0,0.0,0.0,ham
late said websit didnt dont slipper,0.0,1.0,0.0,0.0,ham
ask call ok,0.0,0.476,0.524,0.296,ham
kalli wont bat nd inning,0.0,1.0,0.0,0.0,ham
didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep,0.311,0.545,0.144,-0.3374,ham
congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc,0.0,0.531,0.469,0.8658,spam
ranjith cal drpd deeraj deepak min hold,0.0,1.0,0.0,0.0,ham
wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,0.102,0.641,0.257,0.743,ham
doinghow,0.0,1.0,0.0,0.0,ham
up day also ship compani take wk way usp take week get lag may bribe nipost get stuff,0.208,0.792,0.0,-0.4939,ham
im back lem know your readi,0.0,1.0,0.0,0.0,ham
dont necessarili expect done get back though im headin,0.0,1.0,0.0,0.0,ham
mmm yummi babe nice jolt suzi,0.0,0.641,0.359,0.4215,ham
lover need,0.0,0.208,0.792,0.5859,ham
tri contact repli offer video handset anytim network min unlimit text camcord repli call,0.0,1.0,0.0,0.0,spam
im park next mini come today think,0.0,1.0,0.0,0.0,ham
yup,0.0,1.0,0.0,0.0,ham
anyway im go shop co si done yet dun disturb u liao,0.197,0.803,0.0,-0.4019,ham
luton ring ur around h,0.0,1.0,0.0,0.0,ham
hey realli horni want chat see nake text hot text charg pm unsubscrib text stop,0.133,0.788,0.079,-0.2263,spam
dint come us,0.0,1.0,0.0,0.0,ham
wana plan trip sometm,0.0,1.0,0.0,0.0,ham
sure yet still tri get hold,0.0,0.685,0.315,0.3182,ham
ur rington servic chang free credit go clubmobilescom choos content stop txt club stop pwk club po box mk wt,0.277,0.519,0.204,-0.2732,spam
evo download flash jealou,0.0,1.0,0.0,0.0,ham
rington club get uk singl chart mobil week choos top qualiti rington messag free charg,0.0,0.718,0.282,0.6249,spam
come mu sort narcot situat,0.0,1.0,0.0,0.0,ham
night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,0.0,0.661,0.339,0.7717,ham
hmv bonu special pound genuin hmv voucher answer easi question play send hmv info,0.0,0.702,0.298,0.6249,spam
usf guess might well take car,0.0,0.704,0.296,0.2732,ham
object bf come,0.0,1.0,0.0,0.0,ham
thanx,0.0,1.0,0.0,0.0,ham
tell rob mack gf theater,0.474,0.526,0.0,-0.5574,ham
awesom ill see bit,0.483,0.517,0.0,-0.4215,ham
sent type food like,0.0,0.545,0.455,0.3612,ham
done hand celebr full swing yet,0.0,0.61,0.39,0.4939,ham
got call tool,0.0,1.0,0.0,0.0,ham
wen u miss someon person definit special u person special miss keepintouch gdeve,0.182,0.511,0.307,0.4939,ham
ok ask money far,0.0,0.577,0.423,0.296,ham
oki,0.0,1.0,0.0,0.0,ham
yeah think usual guy still pass last night get ahold anybodi let know ill throw,0.156,0.722,0.122,-0.1531,ham
k might come tonight class let earli,0.0,1.0,0.0,0.0,ham
ok,0.0,0.0,1.0,0.296,ham
hi babi im cruisin girl friend r u give call hour home that alright fone fone love jenni xxx,0.0,0.63,0.37,0.8555,ham
life mean lot love life love peopl life world call friend call world ge,0.0,0.487,0.513,0.9118,ham
dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,0.0,0.828,0.172,0.4404,ham
hey told name gautham ah,0.0,1.0,0.0,0.0,ham
haf u found feel stupid da v cam work,0.298,0.702,0.0,-0.5267,ham
oop got bit,0.0,1.0,0.0,0.0,ham
much buzi,0.0,1.0,0.0,0.0,ham
accident delet messag resend pleas,0.437,0.563,0.0,-0.4767,ham
tmobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfebtc appli,0.068,0.773,0.159,0.4404,spam
unless situat go gurl would appropri,0.0,1.0,0.0,0.0,ham
hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,0.476,0.351,0.173,-0.8885,ham
cant pick phone right pl send messag,0.0,1.0,0.0,0.0,ham
need coffe run tomoc believ time week alreadi,0.0,1.0,0.0,0.0,ham
awesom rememb last time got somebodi high first time diesel v,0.0,1.0,0.0,0.0,ham
shit realli shock scari cant imagin second def night u think somewher could crash night save taxi,0.355,0.518,0.127,-0.6908,ham
oh way food fridg want go meal tonight,0.0,0.843,0.157,0.0772,ham
womdarful actor,0.0,1.0,0.0,0.0,ham
sm ac blind date u rodd aberdeen unit kingdom check sm acwicmbcktzr blind date send hide,0.353,0.647,0.0,-0.7269,spam
yup remb think book,0.0,1.0,0.0,0.0,ham
jo ask u wana meet,0.0,1.0,0.0,0.0,ham
lol ye friendship hang thread caus u wont buy stuff,0.0,0.584,0.416,0.6908,ham
themob check newest select content game tone gossip babe sport keep mobil fit funki text wap,0.093,0.769,0.137,0.2023,spam
garag key arent bookshelf,0.0,1.0,0.0,0.0,ham
today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,0.0,0.487,0.513,0.9413,ham
think ur smart win week weekli quiz text play nowtc winnersclub po box uz gbpweek,0.153,0.468,0.379,0.6486,spam
say hell give call friend got money he definit buy end week,0.258,0.562,0.18,-0.34,ham
hi way u day normal waythi real ur uniquei hope know u rest mylif hope u find wot lost,0.095,0.664,0.241,0.5423,ham
made day great day,0.0,0.423,0.577,0.6249,ham
kkadvanc happi pongal,0.0,1.0,0.0,0.0,ham
hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,0.0,0.857,0.143,0.4588,ham
realli dude friend im afraid,0.0,0.556,0.444,0.4939,ham
decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,0.0,0.663,0.337,0.765,spam
coffe cake guess,0.0,1.0,0.0,0.0,ham
merri christma babe love ya kiss,0.0,0.364,0.636,0.7906,ham
hey dont go watch x men lunch haha,0.0,0.7,0.3,0.4588,ham
cud u tell ppl im gona b bit l co buse hav gon past co full im still waitin pete x,0.0,0.87,0.13,0.4588,ham
would great well guild could meet bristol road somewher get touch weekend plan take flight good week,0.0,0.606,0.394,0.8442,ham
problem,1.0,0.0,0.0,-0.4019,ham
callsmessagesmiss call,0.0,1.0,0.0,0.0,ham
hi dahow today class,0.0,1.0,0.0,0.0,ham
id say that good sign well know track record read women,0.0,0.643,0.357,0.6124,ham
cool text your park,0.0,0.566,0.434,0.3182,ham
im read text sent meant joke read light,0.0,0.761,0.239,0.296,ham
kkapo kgood movi,0.0,1.0,0.0,0.0,ham
mayb could get book tomo return immedi someth,0.0,1.0,0.0,0.0,ham
call germani penc per minut call fix line via access number prepay direct access,0.0,0.909,0.091,0.0772,spam
chanc might evapor soon violat privaci steal phone number employ paperwork cool pleas contact report supervisor,0.162,0.657,0.182,-0.1531,ham
valentin day special win quiz take partner trip lifetim send go pmsg rcvd custcar,0.0,0.649,0.351,0.7579,spam
tadaaaaa home babe still,0.0,1.0,0.0,0.0,ham
cool come havent wine dine,0.0,0.635,0.365,0.3182,ham
sleepingand surf,0.0,1.0,0.0,0.0,ham
sorri ill call later,0.483,0.517,0.0,-0.4215,ham
u call right call hand phone,0.0,0.61,0.39,0.4939,ham
ok that great thanx lot,0.0,0.323,0.677,0.743,ham
take post come must text happi read one wiv hello carolin end favourit bless,0.0,0.823,0.177,0.4215,ham
u hide stranger,0.459,0.541,0.0,-0.1779,ham
interest like,0.0,0.0,1.0,0.6705,ham
sister clear two round birla soft yesterday,0.0,0.698,0.302,0.3818,ham
gudnitetcpractic go,0.0,1.0,0.0,0.0,ham
di yiju ju saw ur mail case huim havent sent u num di num,0.0,1.0,0.0,0.0,ham
one small prestig problem,0.474,0.526,0.0,-0.4019,ham
fanci shag dointerest sextextukcom txt xxuk suzi txt cost per msg tnc websit x,0.0,1.0,0.0,0.0,spam
check realli miss see jeremiah great month,0.15,0.467,0.383,0.5423,ham
nah cant help ive never iphon,0.478,0.522,0.0,-0.3935,ham
your car hour half im go apeshit,0.241,0.759,0.0,-0.2263,ham
today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault im basic good,0.242,0.476,0.282,-0.25,ham
yo guy ever figur much need alcohol jay tri figur much safe spend weed,0.0,0.818,0.182,0.4404,ham
ltgt ish minut minut ago wtf,0.432,0.568,0.0,-0.5859,ham
thank callingforgot say happi onam sirjii fine rememb met insur personmeet qatar insha allahrakhesh ex tata aig join tisscotays,0.0,0.711,0.289,0.6705,ham
congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc,0.0,0.531,0.469,0.8658,spam
ur cashbal current pound maxim ur cashin send cash pmsg cc hgsuiteland rowwjhl,0.0,1.0,0.0,0.0,spam
im actor work work even sleep late sinc im unemploy moment alway sleep late your unemploy everi day saturday,0.0,1.0,0.0,0.0,ham
hello got st andrewsboy long way cold keep post,0.0,1.0,0.0,0.0,ham
ha ha cool cool chikku chikkudb,0.0,0.175,0.825,0.8126,ham
oh ok prob,0.0,0.476,0.524,0.296,ham
